Transaction ID,Bank,Year,Amount Involved,Fraudulent,Time,Category,Day,Frequency
TXN00301,Yes Bank Limited,2023-24,21.3,0,12:00-16:00,Medium,Weekday,Low
TXN00420,Bandhan Bank Limited,2022-23,4.967262388792609,1,20:00-00:00,Small,Weekend,Low
TXN00176,City Union Bank Limited,2021-22,31.52,0,16:00-20:00,Medium,Weekday,Low
TXN00468,CSB Bank Limited,2023-24,13.964102399941916,1,04:00-08:00,Medium,Weekday,High
TXN00155,Karnataka Bank Limited,2022-23,8.40105658631071,1,00:00-04:00,Small,Weekend,High
TXN00075,Nainital Bank Limited,2022-23,11.166789499868074,1,20:00-00:00,Medium,Weekend,High
TXN00365,CSB Bank Limited,2023-24,8.38,0,08:00-12:00,Small,Weekday,Low
TXN00355,Kotak Mahindra Bank Limited,2021-22,18.82,0,12:00-16:00,Medium,Weekday,High
TXN00307,Karur Vysya Bank Limited,2023-24,35.23316906394216,1,00:00-04:00,Medium,Weekend,Medium
TXN00469,Yes Bank Limited,2021-22,13.24,0,08:00-12:00,Medium,Weekday,Low
TXN00082,Kotak Mahindra Bank Limited,2023-24,28.92,1,00:00-04:00,Medium,Weekday,Medium
TXN00059,Bandhan Bank Limited,2021-22,94.45,0,12:00-16:00,Large,Weekend,High
TXN00230,The Dhanalakshmi Bank Limited,2022-23,2.1,0,08:00-12:00,Small,Weekday,Low
TXN00234,Nainital Bank Limited,2022-23,21.47,0,08:00-12:00,Medium,Weekday,Low
TXN00033,DCB Bank Limited,2022-23,14.95,0,12:00-16:00,Medium,Weekend,Low
TXN00159,Federal Bank Limited,2023-24,43.21407967922639,1,00:00-04:00,Medium,Weekday,Low
TXN00469,Yes Bank Limited,2021-22,13.24,0,12:00-16:00,Medium,Weekday,Low
TXN00413,HDFC Bank Limited,2022-23,86.4299117056962,1,20:00-00:00,Large,Weekday,High
TXN00184,DCB Bank Limited,2022-23,9.14,0,08:00-12:00,Small,Weekday,Low
TXN00279,Jammu and Kashmir Bank Limited,2023-24,5.62,0,12:00-16:00,Small,Weekday,Low
TXN00116,Kotak Mahindra Bank Limited,2022-23,28.57,0,16:00-20:00,Medium,Weekday,Low
TXN00482,DCB Bank Limited,2023-24,25.86,0,08:00-12:00,Medium,Weekday,Low
TXN00303,City Union Bank Limited,2022-23,24.93,0,12:00-16:00,Medium,Weekday,Medium
TXN00493,Tamilnad Mercantile Bank Limited,2021-22,11.99,0,08:00-12:00,Medium,Weekday,Low
TXN00362,Jammu and Kashmir Bank Limited,2023-24,4.97,1,00:00-04:00,Small,Weekday,High
TXN00109,City Union Bank Limited,2023-24,35.38788904486372,1,20:00-00:00,Medium,Weekday,Low
TXN00464,Yes Bank Limited,2022-23,19.13,1,04:00-08:00,Medium,Weekday,High
TXN00088,Jammu and Kashmir Bank Limited,2021-22,14.38,0,16:00-20:00,Medium,Weekday,Medium
TXN00059,Bandhan Bank Limited,2021-22,94.45,0,08:00-12:00,Large,Weekday,Low
TXN00358,Axis Bank Limited,2023-24,1.25,1,20:00-00:00,Small,Weekday,Low
TXN00262,City Union Bank Limited,2023-24,38.56,1,04:00-08:00,Medium,Weekday,High
TXN00297,RBL Bank Limited,2022-23,37.32,0,08:00-12:00,Medium,Weekend,High
TXN00377,Tamilnad Mercantile Bank Limited,2022-23,9.691055471889069,1,00:00-04:00,Small,Weekend,High
TXN00203,Axis Bank Limited,2023-24,4.1,0,08:00-12:00,Small,Weekday,High
TXN00088,Jammu and Kashmir Bank Limited,2021-22,14.38,0,16:00-20:00,Medium,Weekday,High
TXN00230,The Dhanalakshmi Bank Limited,2022-23,2.1,0,12:00-16:00,Small,Weekend,Low
TXN00175,Bandhan Bank Limited,2023-24,12.02,1,04:00-08:00,Medium,Weekend,Medium
TXN00116,Kotak Mahindra Bank Limited,2022-23,28.57,0,16:00-20:00,Medium,Weekend,Low
TXN00072,Karur Vysya Bank Limited,2023-24,3.47,0,08:00-12:00,Small,Weekday,Low
TXN00228,Nainital Bank Limited,2021-22,54.57022196857805,1,00:00-04:00,Large,Weekend,High
TXN00171,RBL Bank Limited,2022-23,11.089664914465471,1,04:00-08:00,Medium,Weekday,Medium
TXN00325,RBL Bank Limited,2022-23,18.512564846092214,1,20:00-00:00,Medium,Weekend,High
TXN00200,IndusInd Bank Limited,2023-24,30.666242211660133,1,00:00-04:00,Medium,Weekday,High
TXN00335,Karnataka Bank Limited,2021-22,15.104131419087881,1,00:00-04:00,Medium,Weekend,High
TXN00134,HDFC Bank Limited,2023-24,5.48,0,08:00-12:00,Small,Weekday,Low
TXN00002,The Dhanalakshmi Bank Limited,2023-24,19.78,0,12:00-16:00,Medium,Weekend,Low
TXN00338,Karnataka Bank Limited,2022-23,8.44,0,16:00-20:00,Small,Weekday,High
TXN00222,Axis Bank Limited,2023-24,3.6,0,12:00-16:00,Small,Weekday,Low
TXN00059,Bandhan Bank Limited,2021-22,94.45,0,16:00-20:00,Large,Weekend,High
TXN00333,City Union Bank Limited,2023-24,4.57,1,20:00-00:00,Small,Weekend,High
TXN00065,Bandhan Bank Limited,2022-23,7.38,0,16:00-20:00,Small,Weekday,Medium
TXN00313,Axis Bank Limited,2021-22,7.23,0,08:00-12:00,Small,Weekday,High
TXN00405,RBL Bank Limited,2023-24,6.720740580472535,1,20:00-00:00,Small,Weekday,High
TXN00359,ICICI Bank Limited,2022-23,27.807538967703138,1,00:00-04:00,Medium,Weekend,Medium
TXN00121,Karur Vysya Bank Limited,2023-24,8.53,0,12:00-16:00,Small,Weekday,Medium
TXN00002,The Dhanalakshmi Bank Limited,2023-24,19.78,0,12:00-16:00,Medium,Weekday,Low
TXN00279,Jammu and Kashmir Bank Limited,2023-24,5.62,0,08:00-12:00,Small,Weekend,High
TXN00404,Kotak Mahindra Bank Limited,2023-24,5.24,0,12:00-16:00,Small,Weekend,Low
TXN00365,CSB Bank Limited,2023-24,8.38,0,08:00-12:00,Small,Weekend,High
TXN00266,Axis Bank Limited,2023-24,3.6309761608671876,1,20:00-00:00,Small,Weekday,Medium
TXN00216,IDBI Bank Limited,2022-23,13.681034750634014,1,00:00-04:00,Medium,Weekday,High
TXN00230,The Dhanalakshmi Bank Limited,2022-23,2.1,0,16:00-20:00,Small,Weekday,Medium
TXN00424,Axis Bank Limited,2021-22,6.66,0,12:00-16:00,Small,Weekday,Low
TXN00485,Karnataka Bank Limited,2023-24,19.540082244221807,1,00:00-04:00,Medium,Weekday,High
TXN00199,Federal Bank Limited,2022-23,12.593416362662927,1,00:00-04:00,Medium,Weekend,High
TXN00330,Nainital Bank Limited,2022-23,20.45,0,12:00-16:00,Medium,Weekday,Low
TXN00167,Kotak Mahindra Bank Limited,2021-22,10.57,0,16:00-20:00,Medium,Weekday,High
TXN00114,City Union Bank Limited,2023-24,24.82,0,08:00-12:00,Medium,Weekday,Medium
TXN00279,Jammu and Kashmir Bank Limited,2023-24,5.62,0,12:00-16:00,Small,Weekday,Low
TXN00060,Federal Bank Limited,2023-24,11.736906106162735,1,20:00-00:00,Medium,Weekday,High
TXN00205,Federal Bank Limited,2023-24,20.42,0,08:00-12:00,Medium,Weekend,Low
TXN00323,IDFC First Bank Limited,2023-24,12.56,1,20:00-00:00,Medium,Weekday,High
TXN00424,Axis Bank Limited,2021-22,6.66,0,08:00-12:00,Small,Weekday,Low
TXN00412,Yes Bank Limited,2021-22,16.31,1,20:00-00:00,Medium,Weekday,High
TXN00147,Jammu and Kashmir Bank Limited,2021-22,7.4,0,12:00-16:00,Small,Weekday,Low
TXN00273,ICICI Bank Limited,2021-22,8.48,1,00:00-04:00,Small,Weekday,High
TXN00071,ICICI Bank Limited,2023-24,18.077893752619506,1,04:00-08:00,Medium,Weekday,High
TXN00466,Karnataka Bank Limited,2021-22,24.11,0,08:00-12:00,Medium,Weekday,Medium
TXN00264,IDBI Bank Limited,2022-23,51.46,0,12:00-16:00,Large,Weekend,Low
TXN00243,Nainital Bank Limited,2022-23,3.6,1,04:00-08:00,Small,Weekend,High
TXN00249,RBL Bank Limited,2023-24,4.48,0,08:00-12:00,Small,Weekend,Medium
TXN00493,Tamilnad Mercantile Bank Limited,2021-22,11.99,0,16:00-20:00,Medium,Weekend,Low
TXN00067,CSB Bank Limited,2021-22,21.46,1,04:00-08:00,Medium,Weekend,High
TXN00152,Axis Bank Limited,2021-22,7.440553375677488,1,20:00-00:00,Small,Weekend,High
TXN00466,Karnataka Bank Limited,2021-22,24.11,0,12:00-16:00,Medium,Weekday,Medium
TXN00482,DCB Bank Limited,2023-24,25.86,0,12:00-16:00,Medium,Weekday,Low
TXN00130,RBL Bank Limited,2021-22,6.59,0,12:00-16:00,Small,Weekday,Medium
TXN00417,IDFC First Bank Limited,2022-23,29.5,1,04:00-08:00,Medium,Weekday,High
TXN00056,South Indian Bank Limited,2022-23,22.820052005578823,1,04:00-08:00,Medium,Weekday,High
TXN00116,Kotak Mahindra Bank Limited,2022-23,28.57,0,16:00-20:00,Medium,Weekday,Low
TXN00476,City Union Bank Limited,2021-22,5.04,0,16:00-20:00,Small,Weekend,Low
TXN00167,Kotak Mahindra Bank Limited,2021-22,10.57,0,16:00-20:00,Medium,Weekend,Low
TXN00230,The Dhanalakshmi Bank Limited,2022-23,2.1,0,16:00-20:00,Small,Weekday,Low
TXN00445,ICICI Bank Limited,2021-22,43.62,0,08:00-12:00,Medium,Weekend,Low
TXN00184,DCB Bank Limited,2022-23,9.14,0,08:00-12:00,Small,Weekend,Low
TXN00445,ICICI Bank Limited,2021-22,43.62,0,08:00-12:00,Medium,Weekend,Medium
TXN00141,Tamilnad Mercantile Bank Limited,2022-23,13.92,1,04:00-08:00,Medium,Weekday,Medium
TXN00330,Nainital Bank Limited,2022-23,20.45,0,12:00-16:00,Medium,Weekend,Low
TXN00489,RBL Bank Limited,2021-22,7.53,0,12:00-16:00,Small,Weekend,Low
TXN00351,RBL Bank Limited,2021-22,7.939077877565351,1,20:00-00:00,Small,Weekend,Medium
TXN00358,Axis Bank Limited,2023-24,1.3245797919999918,1,04:00-08:00,Small,Weekday,High
TXN00094,City Union Bank Limited,2023-24,21.01,1,20:00-00:00,Medium,Weekday,High
TXN00377,Tamilnad Mercantile Bank Limited,2022-23,9.282193879312333,1,20:00-00:00,Small,Weekday,Low
TXN00360,Yes Bank Limited,2023-24,3.03,0,12:00-16:00,Small,Weekday,Low
TXN00436,Axis Bank Limited,2022-23,21.35,1,04:00-08:00,Medium,Weekday,High
TXN00489,RBL Bank Limited,2021-22,7.53,0,08:00-12:00,Small,Weekday,Low
TXN00072,Karur Vysya Bank Limited,2023-24,3.47,0,16:00-20:00,Small,Weekday,Medium
TXN00097,DCB Bank Limited,2023-24,25.81,1,04:00-08:00,Medium,Weekday,High
TXN00445,ICICI Bank Limited,2021-22,43.62,0,08:00-12:00,Medium,Weekday,High
TXN00381,Yes Bank Limited,2021-22,16.54,1,04:00-08:00,Medium,Weekday,Medium
TXN00009,IndusInd Bank Limited,2023-24,7.88,1,00:00-04:00,Small,Weekday,Low
TXN00351,RBL Bank Limited,2021-22,7.6045422981162165,1,20:00-00:00,Small,Weekend,Medium
TXN00276,RBL Bank Limited,2022-23,22.38,0,12:00-16:00,Medium,Weekday,Low
TXN00198,Bandhan Bank Limited,2022-23,9.00363246066853,1,20:00-00:00,Small,Weekday,Medium
TXN00284,Karnataka Bank Limited,2021-22,23.31133235918048,1,04:00-08:00,Medium,Weekend,High
TXN00155,Karnataka Bank Limited,2022-23,8.57626713711233,1,00:00-04:00,Small,Weekday,High
TXN00280,Tamilnad Mercantile Bank Limited,2021-22,11.585738036390273,1,04:00-08:00,Medium,Weekday,Low
TXN00279,Jammu and Kashmir Bank Limited,2023-24,5.62,0,16:00-20:00,Small,Weekday,High
TXN00334,South Indian Bank Limited,2022-23,3.78,1,20:00-00:00,Small,Weekend,High
TXN00397,City Union Bank Limited,2023-24,28.62082031238339,1,00:00-04:00,Medium,Weekday,High
TXN00088,Jammu and Kashmir Bank Limited,2021-22,14.38,0,16:00-20:00,Medium,Weekend,Low
TXN00361,Jammu and Kashmir Bank Limited,2021-22,9.12,0,12:00-16:00,Small,Weekday,Low
TXN00403,DCB Bank Limited,2021-22,19.89,0,12:00-16:00,Medium,Weekend,Low
TXN00170,RBL Bank Limited,2021-22,6.500798502938526,1,04:00-08:00,Small,Weekday,High
TXN00008,Tamilnad Mercantile Bank Limited,2022-23,11.28,0,16:00-20:00,Medium,Weekday,Medium
TXN00167,Kotak Mahindra Bank Limited,2021-22,10.57,0,16:00-20:00,Medium,Weekday,Low
TXN00176,City Union Bank Limited,2021-22,31.52,0,16:00-20:00,Medium,Weekend,Low
TXN00404,Kotak Mahindra Bank Limited,2023-24,5.24,0,08:00-12:00,Small,Weekday,Low
TXN00167,Kotak Mahindra Bank Limited,2021-22,10.57,0,16:00-20:00,Medium,Weekend,Low
TXN00088,Jammu and Kashmir Bank Limited,2021-22,14.38,0,16:00-20:00,Medium,Weekday,Medium
TXN00022,Jammu and Kashmir Bank Limited,2023-24,10.52,0,16:00-20:00,Medium,Weekday,Low
TXN00379,Tamilnad Mercantile Bank Limited,2022-23,9.42,1,04:00-08:00,Small,Weekend,Medium
TXN00122,HDFC Bank Limited,2023-24,38.374760650454995,1,04:00-08:00,Medium,Weekday,High
TXN00180,RBL Bank Limited,2021-22,27.697786414519374,1,20:00-00:00,Medium,Weekday,Medium
TXN00088,Jammu and Kashmir Bank Limited,2021-22,14.38,0,12:00-16:00,Medium,Weekend,Low
TXN00130,RBL Bank Limited,2021-22,6.59,0,12:00-16:00,Small,Weekend,Low
TXN00167,Kotak Mahindra Bank Limited,2021-22,10.57,0,08:00-12:00,Medium,Weekday,High
TXN00208,The Dhanalakshmi Bank Limited,2021-22,14.52,1,04:00-08:00,Medium,Weekday,High
TXN00116,Kotak Mahindra Bank Limited,2022-23,28.57,0,12:00-16:00,Medium,Weekday,Medium
TXN00277,Axis Bank Limited,2022-23,24.35251688983978,1,00:00-04:00,Medium,Weekday,Medium
TXN00099,HDFC Bank Limited,2023-24,13.16,1,00:00-04:00,Medium,Weekday,High
TXN00482,DCB Bank Limited,2023-24,25.86,0,08:00-12:00,Medium,Weekday,Low
TXN00338,Karnataka Bank Limited,2022-23,8.44,0,08:00-12:00,Small,Weekday,High
TXN00341,ICICI Bank Limited,2021-22,10.894214131614033,1,00:00-04:00,Medium,Weekday,High
TXN00040,CSB Bank Limited,2021-22,12.44,0,12:00-16:00,Medium,Weekday,Medium
TXN00062,CSB Bank Limited,2023-24,6.94,1,04:00-08:00,Small,Weekday,High
TXN00424,Axis Bank Limited,2021-22,6.66,0,16:00-20:00,Small,Weekday,Low
TXN00412,Yes Bank Limited,2021-22,17.239756516179874,1,20:00-00:00,Medium,Weekday,Medium
TXN00394,Nainital Bank Limited,2023-24,2.51626861634879,1,00:00-04:00,Small,Weekday,High
TXN00257,City Union Bank Limited,2021-22,20.37,1,04:00-08:00,Medium,Weekday,High
TXN00136,Kotak Mahindra Bank Limited,2022-23,10.27,1,04:00-08:00,Medium,Weekday,High
TXN00215,The Dhanalakshmi Bank Limited,2023-24,8.328867919064413,1,00:00-04:00,Small,Weekday,High
TXN00205,Federal Bank Limited,2023-24,20.42,0,16:00-20:00,Medium,Weekend,Low
TXN00410,Nainital Bank Limited,2022-23,16.589388481431243,1,20:00-00:00,Medium,Weekday,High
TXN00204,IDBI Bank Limited,2021-22,22.13,1,04:00-08:00,Medium,Weekend,High
TXN00358,Axis Bank Limited,2023-24,1.301252023255669,1,20:00-00:00,Small,Weekend,High
TXN00328,IDBI Bank Limited,2023-24,3.498636499427753,1,00:00-04:00,Small,Weekend,High
TXN00476,City Union Bank Limited,2021-22,5.04,0,08:00-12:00,Small,Weekday,Medium
TXN00021,Axis Bank Limited,2021-22,13.97,1,20:00-00:00,Medium,Weekday,Medium
TXN00487,IDBI Bank Limited,2021-22,13.25,1,04:00-08:00,Medium,Weekday,High
TXN00114,City Union Bank Limited,2023-24,24.82,0,08:00-12:00,Medium,Weekday,Low
TXN00332,IDFC First Bank Limited,2022-23,42.91,1,04:00-08:00,Medium,Weekday,Low
TXN00205,Federal Bank Limited,2023-24,20.42,0,08:00-12:00,Medium,Weekday,Medium
TXN00494,RBL Bank Limited,2022-23,18.95,1,04:00-08:00,Medium,Weekend,High
TXN00065,Bandhan Bank Limited,2022-23,7.38,0,12:00-16:00,Small,Weekday,Low
TXN00114,City Union Bank Limited,2023-24,24.82,0,12:00-16:00,Medium,Weekday,Low
TXN00133,DCB Bank Limited,2021-22,41.5237542481199,1,04:00-08:00,Medium,Weekday,Medium
TXN00036,Yes Bank Limited,2023-24,27.43,1,00:00-04:00,Medium,Weekday,High
TXN00186,Axis Bank Limited,2022-23,26.951467033152387,1,04:00-08:00,Medium,Weekday,High
TXN00356,IndusInd Bank Limited,2022-23,8.86669235003601,1,20:00-00:00,Small,Weekday,Low
TXN00044,Yes Bank Limited,2023-24,6.411089433984893,1,00:00-04:00,Small,Weekday,High
TXN00250,ICICI Bank Limited,2022-23,38.67,1,00:00-04:00,Medium,Weekday,Medium
TXN00322,Bandhan Bank Limited,2023-24,18.43700928275033,1,00:00-04:00,Medium,Weekday,High
TXN00378,RBL Bank Limited,2022-23,9.21,1,00:00-04:00,Small,Weekday,High
TXN00267,CSB Bank Limited,2021-22,13.694227047373024,1,00:00-04:00,Medium,Weekday,Low
TXN00303,City Union Bank Limited,2022-23,24.93,0,16:00-20:00,Medium,Weekday,Medium
TXN00426,Karnataka Bank Limited,2022-23,16.726738750125158,1,04:00-08:00,Medium,Weekend,High
TXN00365,CSB Bank Limited,2023-24,8.38,0,16:00-20:00,Small,Weekday,Low
TXN00059,Bandhan Bank Limited,2021-22,94.45,0,12:00-16:00,Large,Weekday,Medium
TXN00393,Axis Bank Limited,2022-23,12.97,1,20:00-00:00,Medium,Weekday,Medium
TXN00332,IDFC First Bank Limited,2022-23,43.30796676650948,1,20:00-00:00,Medium,Weekend,High
TXN00174,HDFC Bank Limited,2022-23,14.57,1,20:00-00:00,Medium,Weekday,High
TXN00065,Bandhan Bank Limited,2022-23,7.38,0,12:00-16:00,Small,Weekday,High
TXN00414,CSB Bank Limited,2022-23,11.63,1,00:00-04:00,Medium,Weekday,Medium
TXN00096,Axis Bank Limited,2021-22,12.48,1,04:00-08:00,Medium,Weekend,High
TXN00055,CSB Bank Limited,2023-24,6.13,1,00:00-04:00,Small,Weekday,High
TXN00067,CSB Bank Limited,2021-22,19.997705669700135,1,00:00-04:00,Medium,Weekend,High
TXN00183,Bandhan Bank Limited,2021-22,19.44,1,04:00-08:00,Medium,Weekday,Medium
TXN00132,CSB Bank Limited,2023-24,13.225529052310485,1,20:00-00:00,Medium,Weekend,Medium
TXN00471,IDFC First Bank Limited,2021-22,6.66,0,08:00-12:00,Small,Weekday,Medium
TXN00355,Kotak Mahindra Bank Limited,2021-22,18.82,0,08:00-12:00,Medium,Weekday,Medium
TXN00147,Jammu and Kashmir Bank Limited,2021-22,7.4,0,12:00-16:00,Small,Weekend,High
TXN00130,RBL Bank Limited,2021-22,6.59,0,16:00-20:00,Small,Weekend,Medium
TXN00338,Karnataka Bank Limited,2022-23,8.44,0,16:00-20:00,Small,Weekend,High
TXN00496,Jammu and Kashmir Bank Limited,2023-24,35.274923264497744,1,20:00-00:00,Medium,Weekday,High
TXN00287,Bandhan Bank Limited,2021-22,14.39,0,08:00-12:00,Medium,Weekday,Low
TXN00210,Tamilnad Mercantile Bank Limited,2023-24,43.03,1,00:00-04:00,Medium,Weekday,High
TXN00264,IDBI Bank Limited,2022-23,51.46,0,12:00-16:00,Large,Weekday,Medium
TXN00249,RBL Bank Limited,2023-24,4.48,0,12:00-16:00,Small,Weekday,Medium
TXN00139,Karnataka Bank Limited,2022-23,4.4753325104080774,1,04:00-08:00,Small,Weekday,Medium
TXN00293,Nainital Bank Limited,2022-23,51.32,0,08:00-12:00,Large,Weekday,Low
TXN00135,Karnataka Bank Limited,2023-24,26.77,0,12:00-16:00,Medium,Weekend,High
TXN00247,The Dhanalakshmi Bank Limited,2021-22,10.076564257940964,1,20:00-00:00,Medium,Weekend,High
TXN00398,Jammu and Kashmir Bank Limited,2023-24,1.2,1,00:00-04:00,Small,Weekday,Low
TXN00065,Bandhan Bank Limited,2022-23,7.38,0,16:00-20:00,Small,Weekday,Low
TXN00205,Federal Bank Limited,2023-24,20.42,0,08:00-12:00,Medium,Weekend,Low
TXN00008,Tamilnad Mercantile Bank Limited,2022-23,11.28,0,12:00-16:00,Medium,Weekend,Medium
TXN00120,DCB Bank Limited,2023-24,9.11,0,16:00-20:00,Small,Weekday,High
TXN00116,Kotak Mahindra Bank Limited,2022-23,28.57,0,08:00-12:00,Medium,Weekday,Low
TXN00058,CSB Bank Limited,2023-24,13.59345102120812,1,00:00-04:00,Medium,Weekday,Low
TXN00104,Jammu and Kashmir Bank Limited,2023-24,8.31,0,12:00-16:00,Small,Weekday,Medium
TXN00282,Federal Bank Limited,2022-23,4.82,1,20:00-00:00,Small,Weekday,High
TXN00002,The Dhanalakshmi Bank Limited,2023-24,19.78,0,12:00-16:00,Medium,Weekday,Low
TXN00167,Kotak Mahindra Bank Limited,2021-22,10.57,0,16:00-20:00,Medium,Weekday,Medium
TXN00476,City Union Bank Limited,2021-22,5.04,0,16:00-20:00,Small,Weekend,Medium
TXN00363,DCB Bank Limited,2021-22,4.32,1,20:00-00:00,Small,Weekday,High
TXN00122,HDFC Bank Limited,2023-24,37.73977932571086,1,20:00-00:00,Medium,Weekend,High
TXN00293,Nainital Bank Limited,2022-23,51.32,0,08:00-12:00,Large,Weekday,High
TXN00147,Jammu and Kashmir Bank Limited,2021-22,7.4,0,12:00-16:00,Small,Weekday,Low
TXN00357,DCB Bank Limited,2023-24,22.59,1,00:00-04:00,Medium,Weekday,High
TXN00496,Jammu and Kashmir Bank Limited,2023-24,36.28,1,04:00-08:00,Medium,Weekday,High
TXN00133,DCB Bank Limited,2021-22,38.04648342343283,1,20:00-00:00,Medium,Weekday,Medium
TXN00425,DCB Bank Limited,2022-23,11.57,1,00:00-04:00,Medium,Weekday,High
TXN00311,The Dhanalakshmi Bank Limited,2023-24,44.54365044342205,1,20:00-00:00,Medium,Weekday,High
TXN00170,RBL Bank Limited,2021-22,7.129051121339709,1,20:00-00:00,Small,Weekend,Medium
TXN00212,Tamilnad Mercantile Bank Limited,2021-22,15.23,1,04:00-08:00,Medium,Weekday,High
TXN00114,City Union Bank Limited,2023-24,24.82,0,08:00-12:00,Medium,Weekend,Low
TXN00051,Kotak Mahindra Bank Limited,2021-22,5.1926380309030336,1,20:00-00:00,Small,Weekend,Medium
TXN00368,The Dhanalakshmi Bank Limited,2023-24,17.752018440584678,1,20:00-00:00,Medium,Weekday,High
TXN00008,Tamilnad Mercantile Bank Limited,2022-23,11.28,0,08:00-12:00,Medium,Weekday,Low
TXN00324,Bandhan Bank Limited,2022-23,14.568061472905544,1,20:00-00:00,Medium,Weekend,High
TXN00403,DCB Bank Limited,2021-22,19.89,0,12:00-16:00,Medium,Weekday,Low
TXN00134,HDFC Bank Limited,2023-24,5.48,0,12:00-16:00,Small,Weekend,Low
TXN00127,Karnataka Bank Limited,2023-24,3.7639441384335734,1,20:00-00:00,Small,Weekday,High
TXN00493,Tamilnad Mercantile Bank Limited,2021-22,11.99,0,16:00-20:00,Medium,Weekday,Low
TXN00344,Karur Vysya Bank Limited,2022-23,3.45,1,04:00-08:00,Small,Weekday,High
TXN00101,HDFC Bank Limited,2023-24,8.052781898254352,1,00:00-04:00,Small,Weekday,High
TXN00189,Yes Bank Limited,2021-22,27.882067727998695,1,04:00-08:00,Medium,Weekday,Low
TXN00461,IDBI Bank Limited,2022-23,27.61,0,08:00-12:00,Medium,Weekend,Low
TXN00121,Karur Vysya Bank Limited,2023-24,8.53,0,08:00-12:00,Small,Weekday,Medium
TXN00433,Jammu and Kashmir Bank Limited,2021-22,31.55,1,04:00-08:00,Medium,Weekday,High
TXN00037,IDBI Bank Limited,2023-24,2.9138636224310344,1,20:00-00:00,Small,Weekday,High
TXN00176,City Union Bank Limited,2021-22,31.52,0,08:00-12:00,Medium,Weekend,Low
TXN00125,Kotak Mahindra Bank Limited,2023-24,8.7,1,04:00-08:00,Small,Weekday,High
TXN00151,HDFC Bank Limited,2023-24,37.96,1,00:00-04:00,Medium,Weekday,High
TXN00424,Axis Bank Limited,2021-22,6.66,0,16:00-20:00,Small,Weekday,Medium
TXN00349,Bandhan Bank Limited,2023-24,16.97541611611883,1,04:00-08:00,Medium,Weekday,High
TXN00409,Jammu and Kashmir Bank Limited,2021-22,24.44,1,00:00-04:00,Medium,Weekend,Medium
TXN00040,CSB Bank Limited,2021-22,12.44,0,08:00-12:00,Medium,Weekday,Medium
TXN00150,IndusInd Bank Limited,2023-24,33.35420562037376,1,04:00-08:00,Medium,Weekend,High
TXN00261,Bandhan Bank Limited,2021-22,12.396221773173,1,00:00-04:00,Medium,Weekend,Medium
TXN00404,Kotak Mahindra Bank Limited,2023-24,5.24,0,16:00-20:00,Small,Weekday,Medium
TXN00244,City Union Bank Limited,2023-24,7.0,1,04:00-08:00,Small,Weekday,Medium
TXN00130,RBL Bank Limited,2021-22,6.59,0,08:00-12:00,Small,Weekday,Medium
TXN00166,Jammu and Kashmir Bank Limited,2023-24,60.83,1,00:00-04:00,Large,Weekend,Low
TXN00297,RBL Bank Limited,2022-23,37.32,0,08:00-12:00,Medium,Weekday,Low
TXN00489,RBL Bank Limited,2021-22,7.53,0,08:00-12:00,Small,Weekday,Low
TXN00104,Jammu and Kashmir Bank Limited,2023-24,8.31,0,08:00-12:00,Small,Weekend,Medium
TXN00116,Kotak Mahindra Bank Limited,2022-23,28.57,0,16:00-20:00,Medium,Weekday,Medium
TXN00287,Bandhan Bank Limited,2021-22,14.39,0,12:00-16:00,Medium,Weekday,Low
TXN00264,IDBI Bank Limited,2022-23,51.46,0,12:00-16:00,Large,Weekday,Low
TXN00176,City Union Bank Limited,2021-22,31.52,0,08:00-12:00,Medium,Weekday,Low
TXN00400,Tamilnad Mercantile Bank Limited,2021-22,10.410954066872836,1,20:00-00:00,Medium,Weekday,Medium
TXN00230,The Dhanalakshmi Bank Limited,2022-23,2.1,0,08:00-12:00,Small,Weekday,Medium
TXN00457,ICICI Bank Limited,2021-22,1.5801807859693422,1,00:00-04:00,Small,Weekday,High
TXN00325,RBL Bank Limited,2022-23,20.11917214704448,1,00:00-04:00,Medium,Weekend,Medium
TXN00013,ICICI Bank Limited,2021-22,13.35,1,04:00-08:00,Medium,Weekday,Medium
TXN00048,HDFC Bank Limited,2022-23,4.13,0,08:00-12:00,Small,Weekday,Low
TXN00147,Jammu and Kashmir Bank Limited,2021-22,7.4,0,12:00-16:00,Small,Weekday,Medium
TXN00328,IDBI Bank Limited,2023-24,3.21,1,04:00-08:00,Small,Weekday,High
TXN00328,IDBI Bank Limited,2023-24,3.0468514030758564,1,04:00-08:00,Small,Weekday,Medium
TXN00135,Karnataka Bank Limited,2023-24,26.77,0,08:00-12:00,Medium,Weekday,High
TXN00339,The Dhanalakshmi Bank Limited,2023-24,28.87,1,20:00-00:00,Medium,Weekend,Medium
TXN00351,RBL Bank Limited,2021-22,7.784975276562637,1,04:00-08:00,Small,Weekday,Medium
TXN00127,Karnataka Bank Limited,2023-24,4.328976461268875,1,04:00-08:00,Small,Weekend,High
TXN00142,Bandhan Bank Limited,2023-24,17.309088558795377,1,00:00-04:00,Medium,Weekday,High
TXN00334,South Indian Bank Limited,2022-23,3.7019888292037377,1,00:00-04:00,Small,Weekday,High
TXN00154,The Dhanalakshmi Bank Limited,2021-22,17.76,1,04:00-08:00,Medium,Weekday,Medium
TXN00121,Karur Vysya Bank Limited,2023-24,8.53,0,12:00-16:00,Small,Weekday,Medium
